出表日期,年度,季別,公司代號,公司名稱,產業別,基本每股盈餘(元),普通股每股面額,營業收入,營業利益,營業外收入及支出,稅後淨利
"1100421","109","4","2880","華南金融控股股份有限公司","金融保險業","0.67","新台幣                 10.0000元","39964524.00","--","--","8653483.00"
"1100421","109","4","2881","富邦金融控股股份有限公司","金融保險業","8.54","新台幣                 10.0000元","476506085.00","--","--","90971677.00"
"1100421","109","4","2882","國泰金融控股股份有限公司","金融保險業","5.41","新台幣                 10.0000元","629914485.00","--","--","75958223.00"
"1100421","109","4","2883","中華開發金融控股股份有限公司","金融保險業","0.87","新台幣                 10.0000元","224790453.00","--","--","20676286.00"
"1100421","109","4","2884","玉山金融控股股份有限公司","金融保險業","1.43","新台幣                 10.0000元","56249044.00","--","--","18047856.00"
"1100421","109","4","2885","元大金融控股股份有限公司","金融保險業","1.99","新台幣                 10.0000元","115628866.00","--","--","25977044.00"
"1100421","109","4","2886","兆豐金融控股股份有限公司","金融保險業","1.84","新台幣                 10.0000元","60809922.00","--","--","25017968.00"
"1100421","109","4","2887","台新金融控股股份有限公司","金融保險業","1.17","新台幣                 10.0000元","44144849.00","--","--","14488827.00"
"1100421","109","4","2888","新光金融控股股份有限公司","金融保險業","1.12","新台幣                 10.0000元","268137149.00","--","--","14459259.00"
"1100421","109","4","2889","國票金融控股股份有限公司","金融保險業","1.12","新台幣                 10.0000元","8570151.00","--","--","3734919.00"
"1100421","109","4","2890","永豐金融控股股份有限公司","金融保險業","1.09","新台幣                 10.0000元","38990753.00","--","--","12241354.00"
"1100421","109","4","2891","中國信託金融控股股份有限公司","金融保險業","2.15","新台幣                 10.0000元","194406321.00","--","--","42855155.00"
"1100421","109","4","2892","第一金融控股股份有限公司","金融保險業","1.31","新台幣                 10.0000元","59568228.00","--","--","16807541.00"
"1100421","109","4","2897","王道商業銀行股份有限公司","金融保險業","0.41","新台幣                 10.0000元","8056491.00","--","--","2300929.00"
"1100421","109","4","2901","欣欣大眾市場股份有限公司","貿易百貨","0.19","新台幣                 10.0000元","108989.00","8461.00","8821.00","14087.00"
"1100421","109","4","2903","遠東百貨股份有限公司","貿易百貨","1.38","新台幣                 10.0000元","37287949.00","4084964.00","-1084193.00","2544897.00"
"1100421","109","4","2904","匯僑股份有限公司","其他","2.31","新台幣                 10.0000元","540837.00","181537.00","3252.00","159718.00"
"1100421","109","4","2905","三商投資控股股份有限公司","貿易百貨","1.63","新台幣                 10.0000元","210659310.00","--","--","2522479.00"
"1100421","109","4","2906","高林實業股份有限公司","貿易百貨","0.15","新台幣                 10.0000元","6607185.00","257531.00","44905.00","209254.00"
"1100421","109","4","2908","特力股份有限公司","貿易百貨","1.60","新台幣                 10.0000元","41790703.00","1148873.00","-190235.00","806869.00"
"1100421","109","4","2910","統領百貨股份有限公司","貿易百貨","0.65","新台幣                 10.0000元","554440.00","161818.00","-5575.00","114159.00"
"1100421","109","4","2911","麗嬰房股份有限公司","貿易百貨","-1.72","新台幣                 10.0000元","4025561.00","-325772.00","45082.00","-317238.00"
"1100421","109","4","2912","統一超商股份有限公司","貿易百貨","9.85","新台幣                 10.0000元","258494907.00","12144973.00","1665483.00","11340258.00"
"1100421","109","4","2913","台灣農林股份有限公司","貿易百貨","-0.02","新台幣                 10.0000元","311765.00","-147563.00","115015.00","-17351.00"
"1100421","109","4","2915","潤泰全球股份有限公司","貿易百貨","14.85","新台幣                 10.0000元","2736394.00","52265.00","9397934.00","8091349.00"
"1100421","109","4","2923","鼎固控股有限公司","建材營造","0.68","新台幣                 10.0000元","13419916.00","3298885.00","-603290.00","1177355.00"
"1100421","109","4","2936","客思達股份有限公司","貿易百貨","3.24","新台幣                 10.0000元","10314597.00","334748.00","-103411.00","246332.00"
"1100421","109","4","2939","凱羿國際集團股份有限公司","貿易百貨","0.20","新台幣                 10.0000元","1837782.00","91333.00","-39287.00","3114.00"
"1100421","109","4","3002","歐格電子工業股份有限公司","電腦及週邊設備業","0.57","新台幣                 10.0000元","818717.00","6851.00","59910.00","51031.00"
"1100421","109","4","3003","健和興端子股份有限公司","電子零組件業","2.32","新台幣                 10.0000元","3382931.00","595815.00","-121723.00","366958.00"
"1100421","109","4","3004","豐達科技股份有限公司(原宏達)","鋼鐵工業","1.14","新台幣                 10.0000元","1704031.00","33645.00","17421.00","59832.00"
"1100421","109","4","3005","神基科技股份有限公司","電腦及週邊設備業","4.40","新台幣                 10.0000元","27837743.00","3115781.00","125159.00","2668793.00"
"1100421","109","4","3006","晶豪科技股份有限公司","半導體業","3.85","新台幣                 10.0000元","15267139.00","1154785.00","98915.00","1084441.00"
"1100421","109","4","3008","大立光電股份有限公司","光電業","182.90","新台幣                 10.0000元","55944489.00","32032118.00","-338351.00","24534131.00"
"1100421","109","4","3010","華立企業股份有限公司","電子通路業","8.03","新台幣                 10.0000元","59080920.00","2107915.00","527720.00","2046116.00"
"1100421","109","4","3011","今皓實業股份有限公司","電子零組件業","-0.80","新台幣                 10.0000元","1320863.00","-95416.00","-5486.00","-90140.00"
"1100421","109","4","3013","晟銘電子科技股份有限公司","電腦及週邊設備業","0.40","新台幣                 10.0000元","6124518.00","191559.00","-82811.00","80176.00"
"1100421","109","4","3014","聯陽半導體股份有限公司","半導體業","5.83","新台幣                 10.0000元","4817829.00","1113703.00","9531.00","935476.00"
"1100421","109","4","3015","全漢企業股份有限公司","電子零組件業","3.55","新台幣                 10.0000元","14796460.00","462337.00","471707.00","692075.00"
"1100421","109","4","3016","嘉晶電子股份有限公司","半導體業","0.09","新台幣                 10.0000元","4039180.00","11488.00","8371.00","25693.00"
"1100421","109","4","3017","奇鋐科技股份有限公司","電腦及週邊設備業","5.42","新台幣                 10.0000元","39665534.00","3260132.00","-327230.00","2074700.00"
"1100421","109","4","3018","同開科技工程股份有限公司","其他電子業","-0.80","新台幣                 10.0000元","1633103.00","-60541.00","-19121.00","-67479.00"
"1100421","109","4","3019","亞洲光學股份有限公司","光電業","1.41","新台幣                 10.0000元","15760061.00","893922.00","-80546.00","608006.00"
"1100421","109","4","3021","鴻名企業股份有限公司","電子零組件業","1.03","新台幣                 10.0000元","2717038.00","170569.00","-21929.00","95988.00"
"1100421","109","4","3022","威強電工業電腦股份有限公司","電腦及週邊設備業","5.64","新台幣                 10.0000元","5947577.00","893300.00","367993.00","996362.00"
"1100421","109","4","3023","信邦電子股份有限公司","電子零組件業","9.08","新台幣                 10.0000元","21797542.00","2649177.00","78689.00","2183500.00"
"1100421","109","4","3024","憶聲電子股份有限公司","光電業","0.17","新台幣                 10.0000元","1280877.00","44061.00","29920.00","43498.00"
"1100421","109","4","3025","星通資訊股份有限公司","通信網路業","1.11","新台幣                 10.0000元","598096.00","94784.00","-1128.00","78648.00"
"1100421","109","4","3026","禾伸堂企業股份有限公司","電子零組件業","8.31","新台幣                 10.0000元","14830428.00","1509857.00","81734.00","1229790.00"
"1100421","109","4","3027","盛達電業股份有限公司","通信網路業","0.32","新台幣                 10.0000元","849824.00","39479.00","-1823.00","34861.00"
"1100421","109","4","3028","增你強股份有限公司","電子通路業","2.21","新台幣                 10.0000元","34401169.00","426977.00","128079.00","472025.00"
"1100421","109","4","3029","零壹科技股份有限公司","資訊服務業","3.55","新台幣                 10.0000元","9834318.00","504640.00","49335.00","440398.00"
"1100421","109","4","3030","德律科技股份有限公司","其他電子業","4.63","新台幣                 10.0000元","4950695.00","1437325.00","-64080.00","1092656.00"
"1100421","109","4","3031","佰鴻工業股份有限公司","光電業","0.74","新台幣                 10.0000元","1375687.00","107740.00","74349.00","133115.00"
"1100421","109","4","3032","偉訓科技股份有限公司","電子零組件業","4.21","新台幣                 10.0000元","9233174.00","605072.00","108147.00","559643.00"
"1100421","109","4","3033","威健實業股份有限公司","電子通路業","1.90","新台幣                 10.0000元","58413402.00","976203.00","-43115.00","699309.00"
"1100421","109","4","3034","聯詠科技股份有限公司","半導體業","19.42","新台幣                 10.0000元","79955520.00","14777598.00","-228624.00","11817239.00"
"1100421","109","4","3035","智原科技股份有限公司","半導體業","1.08","新台幣                 10.0000元","5495307.00","149112.00","164123.00","255997.00"
"1100421","109","4","3036","文曄科技股份有限公司","電子通路業","5.22","新台幣                 10.0000元","353152195.00","5315969.00","-517200.00","3794576.00"
"1100421","109","4","3037","欣興電子股份有限公司","電子零組件業","3.74","新台幣                 10.0000元","87892821.00","4017113.00","2216992.00","5317528.00"
"1100421","109","4","3038","全台晶像股份有限公司","光電業","1.57","新台幣                 10.0000元","3737299.00","333952.00","-59843.00","232996.00"
"1100421","109","4","3040","遠見科技股份有限公司","其他","6.34","新台幣                 10.0000元","154852.00","39268.00","396094.00","399236.00"
"1100421","109","4","3041","揚智科技股份有限公司","半導體業","-1.26","新台幣                 10.0000元","2071615.00","-355352.00","59149.00","-240957.00"
"1100421","109","4","3042","台灣晶技股份有限公司","電子零組件業","4.61","新台幣                 10.0000元","11048392.00","1617660.00","91057.00","1429287.00"
"1100421","109","4","3043","科風股份有限公司","其他電子業","-0.25","新台幣                 10.0000元","1039271.00","-25918.00","-18937.00","-46614.00"
"1100421","109","4","3044","健鼎科技股份有限公司","電子零組件業","11.65","新台幣                 10.0000元","55547908.00","6574342.00","1182448.00","6125394.00"
"1100421","109","4","3045","台灣大哥大股份有限公司","通信網路業","4.01","新台幣                 10.0000元","132860984.00","16056160.00","-598369.00","12393778.00"
"1100421","109","4","3046","建碁股份有限公司","電腦及週邊設備業","-0.93","新台幣                 10.0000元","1756214.00","-64904.00","-52.00","-65391.00"
"1100421","109","4","3047","訊舟科技股份有限公司","通信網路業","0.56","新台幣                 10.0000元","6313382.00","370753.00","-91338.00","227249.00"
"1100421","109","4","3048","益登科技股份有限公司","電子通路業","3.13","新台幣                 10.0000元","108522967.00","1303069.00","-394596.00","697196.00"
"1100421","109","4","3049","和鑫光電股份有限公司","光電業","0.43","新台幣                 10.0000元","3086399.00","418842.00","43778.00","359746.00"
"1100421","109","4","3050","鈺德科技股份有限公司","光電業","0.80","新台幣                 10.0000元","964940.00","182854.00","-29926.00","140564.00"
"1100421","109","4","3051","力特光電科技股份有限公司","光電業","0.05","新台幣                 10.0000元","2417836.00","118443.00","-87245.00","16464.00"
"1100421","109","4","3052","夆典科技開發股份有限公司","建材營造","1.59","新台幣                 10.0000元","5217591.00","286326.00","22002.00","322455.00"
"1100421","109","4","3054","立萬利創新股份有限公司","半導體業","-0.16","新台幣                 10.0000元","276879.00","-103208.00","89504.00","-13613.00"
"1100421","109","4","3055","蔚華科技股份有限公司","電子通路業","-0.48","新台幣                 10.0000元","3700321.00","-114926.00","76725.00","-36086.00"
"1100421","109","4","3056","總太地產開發股份有限公司","建材營造","4.90","新台幣                 10.0000元","4684643.00","1276748.00","-4315.00","1024587.00"
"1100421","109","4","3057","喬鼎資訊股份有限公司","電腦及週邊設備業","-0.69","新台幣                 10.0000元","963405.00","-154756.00","118994.00","-47715.00"
"1100421","109","4","3058","立德電子股份有限公司","電子零組件業","-0.76","新台幣                 10.0000元","4163616.00","-144905.00","43444.00","-121984.00"
"1100421","109","4","3059","華晶科技股份有限公司","光電業","0.60","新台幣                 10.0000元","6102675.00","85469.00","155968.00","161508.00"
"1100421","109","4","3060","銘異科技股份有限公司","電腦及週邊設備業","-1.85","新台幣                 10.0000元","3889506.00","-278822.00","16836.00","-281631.00"
"1100421","109","4","3062","建漢科技股份有限公司","通信網路業","0.07","新台幣                 10.0000元","4834151.00","-25482.00","44306.00","23575.00"
"1100421","109","4","3090","日電貿股份有限公司","電子零組件業","3.36","新台幣                 10.0000元","9241488.00","886630.00","-2326.00","627543.00"
"1100421","109","4","3094","聯傑國際股份有限公司","半導體業","0.41","新台幣                 10.0000元","233542.00","20233.00","17327.00","33436.00"
"1100421","109","4","3130","一零四資訊科技股份有限公司","資訊服務業","7.80","新台幣                 10.0000元","1634481.00","287265.00","15248.00","256170.00"
"1100421","109","4","3138","耀登科技股份有限公司","通信網路業","2.63","新台幣                 10.0000元","1121773.00","100084.00","43839.00","111752.00"
"1100421","109","4","3149","正達國際光電股份有限公司","光電業","-1.42","新台幣                 10.0000元","2448536.00","-436626.00","146107.00","-293123.00"
"1100421","109","4","3164","景岳生物科技股份有限公司","生技醫療業","0.69","新台幣                 10.0000元","325191.00","71014.00","5833.00","60215.00"
"1100421","109","4","3167","大量科技股份有限公司","電機機械","5.23","新台幣                 10.0000元","2427607.00","202822.00","252389.00","415518.00"
"1100421","109","4","3189","景碩科技股份有限公司","半導體業","1.21","新台幣                 10.0000元","27098474.00","1340579.00","-217310.00","929443.00"
"1100421","109","4","3209","全科科技股份有限公司","電子通路業","2.51","新台幣                 10.0000元","41948823.00","571878.00","3538.00","451051.00"
"1100421","109","4","3229","晟鈦股份有限公司","電子零組件業","-2.27","新台幣                 10.0000元","390868.00","-172436.00","-63482.00","-230284.00"
"1100421","109","4","3231","緯創資通股份有限公司","電腦及週邊設備業","3.10","新台幣                 10.0000元","845011844.00","14471062.00","2374313.00","12907896.00"
"1100421","109","4","3257","虹冠電子工業股份有限公司","半導體業","3.34","新台幣                 10.0000元","1071450.00","273669.00","2160.00","239751.00"
"1100421","109","4","3266","昇陽建設企業股份有限公司","建材營造","0.40","新台幣                 10.0000元","3216269.00","160199.00","6284.00","143161.00"
"1100421","109","4","3296","勝德國際研發股份有限公司","電子零組件業","0.23","新台幣                 10.0000元","2511738.00","40629.00","8496.00","22475.00"
"1100421","109","4","3305","昇貿科技股份有限公司","其他電子業","1.51","新台幣                 10.0000元","5280588.00","280349.00","-22895.00","178533.00"
"1100421","109","4","3308","聯德電子股份有限公司","電子零組件業","-0.89","新台幣                 10.0000元","329881.00","-60633.00","-24537.00","-87435.00"
"1100421","109","4","3311","閎暉實業股份有限公司","通信網路業","-6.10","新台幣                 10.0000元","1734002.00","-180454.00","-124883.00","-366258.00"
"1100421","109","4","3312","弘憶國際股份有限公司","電子通路業","1.58","新台幣                 10.0000元","13678646.00","275510.00","-27290.00","197574.00"
"1100421","109","4","3321","同泰電子科技股份有限公司","電子零組件業","-2.15","新台幣                 10.0000元","1858643.00","-221419.00","-40921.00","-272816.00"
"1100421","109","4","3338","泰碩電子股份有限公司","電子零組件業","2.58","新台幣                 10.0000元","5257058.00","366532.00","-41401.00","225236.00"
"1100421","109","4","3346","麗清科技股份有限公司","汽車工業","0.16","新台幣                 10.0000元","4345852.00","5865.00","9724.00","12315.00"
"1100421","109","4","3356","奇偶科技股份有限公司","光電業","1.78","新台幣                 10.0000元","1157285.00","42621.00","129600.00","161277.00"
"1100421","109","4","3376","新日興股份有限公司","電子零組件業","9.05","新台幣                 10.0000元","15232783.00","2697065.00","-251890.00","1672971.00"
"1100421","109","4","3380","明泰科技股份有限公司","通信網路業","1.03","新台幣                 10.0000元","32170649.00","897607.00","21899.00","725103.00"
"1100421","109","4","3383","新世紀光電股份有限公司","光電業","-4.07","新台幣                 10.0000元","551501.00","-238260.00","91883.00","-284890.00"
"1100421","109","4","3406","玉晶光電股份有限公司","光電業","27.42","新台幣                 10.0000元","15900157.00","4558218.00","-272735.00","3041011.00"
"1100421","109","4","3413","京鼎精密科技股份有限公司","半導體業","14.91","新台幣                 10.0000元","9942056.00","1635235.00","-117798.00","1242002.00"
"1100421","109","4","3416","融程電訊股份有限公司","電腦及週邊設備業","3.55","新台幣                 10.0000元","1845525.00","291227.00","16335.00","256062.00"
"1100421","109","4","3419","譁裕實業股份有限公司","通信網路業","0.61","新台幣                 10.0000元","1426967.00","-47139.00","12857.00","72526.00"
"1100421","109","4","3432","台端興業股份有限公司","電子零組件業","0.49","新台幣                 10.0000元","31533.00","-22535.00","69782.00","32558.00"
"1100421","109","4","3437","榮創能源科技股份有限公司","光電業","-0.77","新台幣                 10.0000元","5478884.00","-106663.00","8635.00","-110627.00"
"1100421","109","4","3443","創意電子股份有限公司","半導體業","6.34","新台幣                 10.0000元","13569441.00","963933.00","37630.00","850007.00"
"1100421","109","4","3450","聯鈞光電股份有限公司","其他電子業","1.65","新台幣                 10.0000元","6208576.00","888192.00","-73354.00","571224.00"
"1100421","109","4","3454","晶睿通訊股份有限公司","光電業","2.90","新台幣                 10.0000元","5544433.00","264779.00","12057.00","221507.00"
"1100421","109","4","3481","群創光電股份有限公司","光電業","0.17","新台幣                 10.0000元","269911051.00","1811797.00","745334.00","1639824.00"
"1100421","109","4","3494","誠研科技股份有限公司","電腦及週邊設備業","-2.44","新台幣                 10.0000元","488725.00","-508369.00","-213193.00","-743751.00"
"1100421","109","4","3501","維熹科技股份有限公司","電子零組件業","3.59","新台幣                 10.0000元","4660963.00","542701.00","20540.00","424076.00"
"1100421","109","4","3504","揚明光學股份有限公司","光電業","-2.07","新台幣                 10.0000元","3905582.00","-235569.00","2780.00","-236216.00"
"1100421","109","4","3515","華擎科技股份有限公司","電腦及週邊設備業","11.30","新台幣                 10.0000元","17911584.00","1858076.00","-2293.00","1508583.00"
"1100421","109","4","3518","柏騰科技股份有限公司","其他電子業","-0.71","新台幣                 10.0000元","684598.00","10297.00","-12760.00","-55940.00"
"1100421","109","4","3528","安馳科技股份有限公司","電子通路業","3.18","新台幣                 10.0000元","4973228.00","209272.00","52171.00","208922.00"
"1100421","109","4","3530","晶相光電股份有限公司","半導體業","3.65","新台幣                 10.0000元","3328695.00","321577.00","5662.00","281438.00"
"1100421","109","4","3532","台塑勝高科技股份有限公司","半導體業","3.37","新台幣                 10.0000元","11934697.00","1837644.00","-269667.00","1307911.00"
"1100421","109","4","3533","嘉澤端子工業股份有限公司","電子零組件業","26.41","新台幣                 10.0000元","17291332.00","3707652.00","-37650.00","2835589.00"
"1100421","109","4","3535","晶彩科技股份有限公司","光電業","-1.29","新台幣                 10.0000元","1141503.00","-35761.00","-65016.00","-101773.00"
"1100421","109","4","3536","誠創科技股份有限公司","半導體業","-1.09","新台幣                 10.0000元","532536.00","-109208.00","-19337.00","-128547.00"
"1100421","109","4","3543","州巧科技股份有限公司","光電業","-4.50","新台幣                 10.0000元","3120452.00","36080.00","123989.00","-386391.00"
"1100421","109","4","3545","敦泰電子股份有限公司","半導體業","3.97","新台幣                 10.0000元","13800348.00","1030737.00","126360.00","983458.00"
"1100421","109","4","3550","聯穎科技股份有限公司","電子零組件業","0.94","新台幣                 10.0000元","3597629.00","122233.00","19045.00","81408.00"
"1100421","109","4","3557","嘉威生活股份有限公司","其他","10.01","新台幣                 10.0000元","4428573.00","781522.00","-29140.00","723887.00"
"1100421","109","4","3563","牧德科技股份有限公司","光電業","15.02","新台幣                 10.0000元","2397855.00","869096.00","-64689.00","654515.00"
"1100421","109","4","3576","聯合再生能源股份有限公司","光電業","-2.31","新台幣                 10.0000元","12511034.00","-4614257.00","-1121175.00","-6162307.00"
"1100421","109","4","3583","辛耘企業股份有限公司","半導體業","3.80","新台幣                 10.0000元","3580003.00","464939.00","-76111.00","305463.00"
"1100421","109","4","3588","通嘉科技股份有限公司","半導體業","1.30","新台幣                 10.0000元","1446599.00","78248.00","-2884.00","60508.00"
"1100421","109","4","3591","艾笛森光電股份有限公司","光電業","0.35","新台幣                 10.0000元","1901238.00","3844.00","39882.00","32823.00"
"1100421","109","4","3593","力銘科技股份有限公司","電子零組件業","0.90","新台幣                 10.0000元","689786.00","33305.00","48654.00","74849.00"
"1100421","109","4","3596","智易科技股份有限公司","通信網路業","8.36","新台幣                 10.0000元","33765295.00","2283477.00","54873.00","1630605.00"
"1100421","109","4","3605","宏致電子股份有限公司","電子零組件業","2.26","新台幣                 10.0000元","8062865.00","348538.00","-25117.00","259946.00"
"1100421","109","4","3607","谷崧精密工業股份有限公司","電子零組件業","-3.32","新台幣                 10.0000元","3322590.00","-459016.00","35934.00","-424474.00"
"1100421","109","4","3617","碩天科技股份有限公司","其他電子業","5.72","新台幣                 10.0000元","9141450.00","776506.00","-148612.00","472882.00"
"1100421","109","4","3622","洋華光電股份有限公司","光電業","1.24","新台幣                 10.0000元","926478.00","-10354.00","222113.00","201508.00"
"1100421","109","4","3645","達邁科技股份有限公司","電子零組件業","2.76","新台幣                 10.0000元","2013861.00","417305.00","-28367.00","349105.00"
"1100421","109","4","3653","健策精密工業股份有限公司","電子零組件業","7.17","新台幣                 10.0000元","6845497.00","1117527.00","-62928.00","847376.00"
"1100421","109","4","3661","世芯電子股份有限公司","半導體業","13.61","新台幣                 10.0000元","7078919.00","987143.00","98647.00","834917.00"
"1100421","109","4","3665","貿聯控股(BizLink Holding Inc.)","其他電子業","14.01","新台幣                 10.0000元","22537767.00","2445028.00","-189786.00","1820296.00"
"1100421","109","4","3669","圓展科技股份有限公司","光電業","8.48","新台幣                 10.0000元","4068221.00","960108.00","1173.00","788197.00"
"1100421","109","4","3673","TPK Holding Co., Ltd.","光電業","2.54","新台幣                 10.0000元","114583199.00","949689.00","861580.00","1034373.00"
"1100421","109","4","3679","新至陞科技股份有限公司","電子零組件業","11.57","新台幣                 10.0000元","4808261.00","1069052.00","-194495.00","721362.00"
"1100421","109","4","3682","亞太電信股份有限公司","通信網路業","-1.53","新台幣                 10.0000元","13587443.00","-5494305.00","141869.00","-5819980.00"
"1100421","109","4","3686","達能科技股份有限公司","半導體業","-1.33","新台幣                 10.0000元","104515.00","-45154.00","2440.00","-150964.00"
"1100421","109","4","3694","海華科技股份有限公司","通信網路業","2.02","新台幣                 10.0000元","9591767.00","318475.00","-14084.00","304098.00"
"1100421","109","4","3701","大眾全球投資控股股份有限公司","電腦及週邊設備業","-0.21","新台幣                 10.0000元","7404268.00","-58784.00","77743.00","-12689.00"
"1100421","109","4","3702","大聯大投資控股股份有限公司","電子通路業","4.77","新台幣                 10.0000元","609885871.00","10049868.00","-162315.00","8200504.00"
"1100421","109","4","3703","欣陸投資控股股份有限公司","建材營造","1.87","新台幣                 10.0000元","21688649.00","1761685.00","-41073.00","1632937.00"
"1100421","109","4","3704","合勤投資控股股份有限公司","通信網路業","1.91","新台幣                 10.0000元","22250630.00","1292694.00","-116806.00","831001.00"
"1100421","109","4","3705","永信國際投資控股股份有限公司","生技醫療業","2.97","新台幣                 10.0000元","8084664.00","961106.00","63384.00","781134.00"
"1100421","109","4","3706","神達投資控股股份有限公司","電腦及週邊設備業","2.45","新台幣                 10.0000元","41145756.00","74383.00","2905693.00","2850785.00"
"1100421","109","4","3708","上緯國際投資控股股份有限公司","化學工業","6.82","新台幣                 10.0000元","9867900.00","784117.00","164644.00","728305.00"
"1100421","109","4","3711","日月光投資控股股份有限公司","半導體業","6.47","新台幣                 10.0000元","476978710.00","34876082.00","857597.00","29276780.00"
"1100421","109","4","3712","永崴投資控股股份有限公司","電腦及週邊設備業","0.34","新台幣                 10.0000元","7053361.00","-220654.00","512107.00","179775.00"
"1100421","109","4","4104","佳醫健康事業股份有限公司","生技醫療業","4.06","新台幣                 10.0000元","6675494.00","529070.00","300313.00","669086.00"
"1100421","109","4","4106","雃博股份有限公司","生技醫療業","1.04","新台幣                 10.0000元","2004025.00","98936.00","25908.00","105377.00"
"1100421","109","4","4108","懷特生技新藥股份有限公司","生技醫療業","-0.54","新台幣                 10.0000元","91810.00","-170437.00","54177.00","-118655.00"
"1100421","109","4","4119","旭富製藥科技股份有限公司","生技醫療業","4.53","新台幣                 10.0000元","2689222.00","1051578.00","-596363.00","360124.00"
"1100421","109","4","4133","亞諾法生技股份有限公司","生技醫療業","0.60","新台幣                 10.0000元","456449.00","57668.00","-8619.00","36526.00"
"1100421","109","4","4137","麗豐股份有限公司","生技醫療業","12.09","新台幣                 10.0000元","4055996.00","1120266.00","273695.00","959636.00"
"1100421","109","4","4141","龍燈環球農業科技有限公司","生技醫療業","-2.94","新台幣                 10.0000元","9222322.00","413858.00","-892855.00","-509140.00"
"1100421","109","4","4142","國光生物科技股份有限公司","生技醫療業","3.03","新台幣                 10.0000元","1869147.00","-25814.00","1223078.00","1197264.00"
"1100421","109","4","4148","全宇生技控股有限公司","生技醫療業","1.28","新台幣                 10.0000元","1642783.00","102711.00","46960.00","98168.00"
"1100421","109","4","4155","訊映光電股份有限公司","生技醫療業","1.56","新台幣                 10.0000元","1484413.00","126100.00","25556.00","121303.00"
"1100421","109","4","4164","承業生醫投資控股股份有限公司","生技醫療業","2.53","新台幣                 10.0000元","2554911.00","513106.00","-49110.00","362912.00"
"1100421","109","4","4190","佐登妮絲集團股份有限公司","生技醫療業","4.41","新台幣                 10.0000元","2731429.00","396915.00","-19796.00","257725.00"
"1100421","109","4","4306","炎洲股份有限公司","塑膠工業","1.51","新台幣                 10.0000元","13948716.00","712300.00","230819.00","778905.00"
"1100421","109","4","4414","如興股份有限公司","紡織纖維","-0.16","新台幣                 10.0000元","17077832.00","222356.00","-324684.00","-112835.00"
"1100421","109","4","4426","利勤實業股份有限公司","紡織纖維","-0.63","新台幣                 10.0000元","1217165.00","-157026.00","2529.00","-108638.00"
"1100421","109","4","4438","廣越企業股份有限公司","紡織纖維","5.20","新台幣                 10.0000元","12188857.00","280398.00","406000.00","557830.00"
"1100421","109","4","4439","冠星集團控股有限公司","紡織纖維","13.25","新台幣                 10.0000元","5389194.00","555037.00","-17504.00","416040.00"
"1100421","109","4","4526","東台精機股份有限公司","電機機械","-1.36","新台幣                 10.0000元","7778541.00","-670128.00","156938.00","-396709.00"
"1100421","109","4","4532","瑞智精密股份有限公司","電機機械","1.41","新台幣                 10.0000元","19319962.00","819805.00","168210.00","722644.00"
"1100421","109","4","4536","拓凱實業股份有限公司","其他","7.48","新台幣                 10.0000元","7234362.00","1413740.00","-211012.00","792471.00"
"1100421","109","4","4540","全球傳動科技股份有限公司","電機機械","0.96","新台幣                 10.0000元","2740221.00","185695.00","-55272.00","91424.00"
"1100421","109","4","4545","銘鈺精密工業股份有限公司","電子零組件業","0.39","新台幣                 10.0000元","1921700.00","114066.00","-60602.00","29987.00"
"1100421","109","4","4551","智伸科技股份有限公司","汽車工業","7.19","新台幣                 10.0000元","7160275.00","1176385.00","-136576.00","771395.00"
"1100421","109","4","4552","力達控股有限公司","電機機械","2.22","新台幣                 10.0000元","4384823.00","397495.00","3348.00","257784.00"
"1100421","109","4","4555","台灣氣立股份有限公司","電機機械","2.04","新台幣                 10.0000元","1582138.00","164500.00","12215.00","142372.00"
"1100421","109","4","4557","永新控股股份有限公司","汽車工業","3.61","新台幣                 10.0000元","1491678.00","198886.00","-28636.00","139131.00"
"1100421","109","4","4560","強信機械科技股份有限公司","電機機械","1.12","新台幣                 10.0000元","1257464.00","125506.00","-20954.00","76196.00"
"1100421","109","4","4562","穎漢科技股份有限公司","電機機械","-2.23","新台幣                 10.0000元","658110.00","-133192.00","-19834.00","-152490.00"
"1100421","109","4","4564","元翎精密工業股份有限公司","電機機械","1.65","新台幣                 10.0000元","2062150.00","399498.00","-17941.00","298017.00"
"1100421","109","4","4566","時碩工業股份有限公司","電機機械","1.49","新台幣                 10.0000元","3515226.00","153809.00","-37175.00","99881.00"
"1100421","109","4","4571","鈞興機電國際股份有限公司","電機機械","6.00","新台幣                 10.0000元","2065404.00","346514.00","-22229.00","285393.00"
"1100421","109","4","4572","駐龍精密機械股份有限公司","電機機械","0.92","新台幣                 10.0000元","350169.00","47481.00","-4647.00","32788.00"
"1100421","109","4","4576","大銀微系統股份有限公司","電機機械","1.14","新台幣                 10.0000元","2451961.00","188340.00","-12937.00","153555.00"
"1100421","109","4","4581","World Known MFG(Cayman)Limited","汽車工業","2.06","新台幣                 10.0000元","863749.00","78839.00","7970.00","68565.00"
"1100421","109","4","4720","德淵企業股份有限公司","化學工業","0.78","新台幣                 10.0000元","3162668.00","136830.00","7613.00","101811.00"
"1100421","109","4","4722","國精化學股份有限公司","化學工業","2.83","新台幣                 10.0000元","3822858.00","339570.00","27128.00","281318.00"
"1100421","109","4","4737","華廣生技股份有限公司","生技醫療業","1.06","新台幣                 10.0000元","1668586.00","21121.00","9990.00","63520.00"
